,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,top100,top10
621,Take Care,Drake,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,122,277387,4,0,0
622,Titanium ,David Guetta,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126,245040,4,0,0
623,I Won't Give Up,Jason Mraz,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,137,240166,3,0,0
624,It Will Rain,Bruno Mars,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150,257720,4,0,0
625,Mercy,Kanye West,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,140,329320,4,0,0
626,Boyfriend,Justin Bieber,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,97,171333,4,0,0
627,Part Of Me,Katy Perry,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130,216160,4,0,0
628,Party Rock Anthem,LMFAO,0.75,0.727,5,-4.21,0,0.142,0.0189,0.0,0.266,0.359,130,262173,4,0,0
629,Turn Me On ,David Guetta,0.705,0.794,8,-2.266,1,0.0593,0.0488,0.0,0.575,0.412,128,199680,4,0,0
630,As Long As You Love Me,Justin Bieber,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,140,229467,4,0,0
631,Moves Like Jagger ,Maroon 5,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128,201160,4,0,0
632,Blow Me ,P!nk,0.597,0.919,7,-2.954,1,0.044,0.000145,0.0,0.282,0.73,114,255587,4,0,0
633,Good Time,Owl City,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126,205933,4,0,0
634,Give Your Heart a Break,Demi Lovato,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123,205347,4,0,0
635,Ni**as In Paris,JAY-Z,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140,219333,4,0,0
636,The One That Got Away,Katy Perry,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,134,227333,4,0,0
637,Scream,Usher,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,128,234693,4,0,0
638,Rack City,Tyga,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,99,203200,4,0,0
639,Domino,Jessie J,0.757,0.547,7,-4.573,1,0.0355,0.0115,0.0,0.0445,0.793,127,231693,4,0,0
640,Gangnam Style ,PSY,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132,219493,4,0,0
641,Without You ,David Guetta,0.608,0.614,2,-3.727,1,0.0285,0.227,3.82e-06,0.157,0.402,128,208133,4,0,0
642,Wanted,Hunter Hayes,0.421,0.476,0,-7.692,1,0.0298,0.268,0.0,0.0816,0.3,170,228840,4,0,0
643,Drunk On You,Luke Bryan,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,144,213547,4,0,0
644,Springsteen,Eric Church,0.692,0.809,2,-5.935,1,0.0255,0.1,9.77e-05,0.185,0.927,104,263387,4,0,0
645,Work Out,J. Cole,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93,235320,4,0,0
646,Stereo Hearts ,Gym Class Heroes,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,90,210960,4,0,0
647,Climax,Usher,0.647,0.478,8,-8.837,1,0.0782,0.547,2.69e-05,0.156,0.333,136,232907,4,0,0
648,Let Me Love You ,Ne-Yo,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,125,251627,4,0,0
649,Low Life ,Future,0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,144,313547,4,0,0
650,Never Be Like You,Flume,0.444,0.557,0,-5.476,1,0.0602,0.453,0.0,0.152,0.296,115,234910,4,0,0
651,Thrift Shop ,Macklemore & Ryan Lewis,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,95,235613,4,0,0
652,Hall of Fame ,The Script,0.421,0.873,10,-4.343,1,0.0565,0.0653,0.0,0.123,0.63,85,202533,4,0,0
653,Twerk It Like Miley,Brandon Beal,0.621,0.41,11,-7.806,1,0.386,0.199,0.0,0.11,0.337,68,200280,5,0,0
654,Budapest,George Ezra,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,128,200733,4,0,0
655,Good For You,Selena Gomez,0.607,0.673,5,-6.484,0,0.0611,0.181,0.0,0.069,0.215,89,221280,4,0,0
656,Just Give Me a Reason ,P!nk,0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95,242733,4,0,0
657,Grenade,Bruno Mars,0.706,0.558,2,-7.237,0,0.0593,0.146,0.0,0.118,0.227,110,223253,4,0,0
658,Roar,Katy Perry,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,180,223546,4,0,0
659,S&M,Rihanna,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,128,243533,4,0,0
660,DJ Got Us Fallin' In Love ,Usher,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,120,220800,4,0,0
661,Story of My Life,One Direction,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121,245493,4,0,0
662,I Need Your Love ,Shaggy,0.529,0.794,5,-3.903,1,0.164,0.122,0.0,0.117,0.543,120,216667,3,0,0
663,Nasty Freestyle,T-Wayne,0.779,0.472,11,-7.116,1,0.218,0.0577,0.0,0.114,0.412,135,142212,4,0,0
664,King,Years & Years,0.56,0.857,4,-4.145,0,0.0384,0.0594,0.0,0.381,0.432,120,215360,4,0,0
665,Watch Me ,Silentó,0.821,0.759,8,-8.541,1,0.121,0.247,0.0,0.321,0.962,140,185143,4,0,0
666,Be Real,Kid Ink,0.762,0.611,9,-5.462,0,0.0876,0.122,0.000315,0.141,0.386,100,206760,4,0,0
667,679 ,Fetty Wap,0.618,0.717,7,-5.738,1,0.318,0.00256,0.0,0.625,0.603,190,196693,4,0,0
668,Centuries,Fall Out Boy,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176,228360,4,0,0
669,My Way ,Fetty Wap,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128,213053,4,0,0
670,Stitches,Shawn Mendes,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,150,206880,4,0,0
671,Beautiful Now,Zedd,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128,218293,4,0,0
672,Levels,Nick Jonas,0.432,0.656,5,-4.669,0,0.428,0.0488,0.0,0.256,0.66,199,167693,4,0,0
673,Cheyenne,Jason Derulo,0.554,0.768,6,-5.812,0,0.127,0.0126,7.13e-06,0.122,0.324,100,215107,4,0,0
674,Ginza,J Balvin,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,102,171093,4,0,0
675,Ex's & Oh's,Elle King,0.612,0.921,7,-2.879,1,0.0848,0.0183,0.0,0.0576,0.453,140,202173,4,0,0
676,"Me, Myself & I",G-Eazy,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,112,251467,4,0,0
677,Jumpman,Drake,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142,205879,4,0,0
678,Umbrella,Rihanna,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174,275987,4,0,0
679,"Hey, Soul Sister",Train,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97,216773,4,0,0
680,LIKE I WOULD,ZAYN,0.565,0.832,10,-5.732,0,0.114,0.0247,0.0,0.26,0.233,113,192133,4,0,0
681,Don't Let Me Down ,The Chainsmokers,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,124,222160,4,0,0
682,This Is What You Came For ,Calvin Harris,0.502,0.777,1,-4.627,1,0.0934,0.117,2.91e-06,0.0957,0.356,174,242069,4,0,0
683,Mind ,Jack Ü,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110,215253,4,0,0
684,Bangarang ,Skrillex,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,127,200013,4,0,0
685,Super Bass,Nicki Minaj,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,140,212333,4,0,0
686,Applause,Lady Gaga,0.671,0.939,8,-3.206,1,0.161,0.192,0.0,0.298,0.529,129,252307,4,0,0
687,Give Me Everything ,Pitbull,0.638,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.649,124,227880,4,0,0
688,Firework,Katy Perry,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,92,169866,4,0,0
689,Boom Clap,Charli XCX,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,174,210840,4,0,0
690,Heart Attack,Demi Lovato,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,120,204760,4,0,0
691,We R Who We R,Kesha,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110,199027,4,0,0
692,In My Head,Jason Derulo,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,98,214573,4,0,0
693,Want U Back,Cher Lloyd,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,120,221360,4,0,0
694,Wrecking Ball,Miley Cyrus,0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128,227987,4,0,0
695,Beauty And A Beat,Justin Bieber,0.722,0.821,1,-3.856,0,0.165,0.073,0.0,0.631,0.721,128,210293,4,0,0
696,Slow Down,Selena Gomez,0.791,0.754,0,-3.729,1,0.0569,0.00446,0.0,0.163,0.425,125,234653,4,0,0
697,California Gurls ,Katy Perry,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128,247960,4,0,0
698,Work Bitch,Britney Spears,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119,294573,4,0,0
699,Bad Romance,Lady Gaga,0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119,294573,4,0,0
700,Classic,MKTO,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102,175427,4,0,0
701,C'Mon,Kesha,0.631,0.819,9,-4.24,1,0.122,0.0767,0.0,0.1,0.733,126,233173,4,0,0
702,Neon Lights,Demi Lovato,0.664,0.872,3,-3.117,1,0.0396,0.0306,0.0,0.228,0.555,130,210093,4,0,0
703,Where Them Girls At ,David Guetta,0.69,0.636,9,-6.028,0,0.0457,0.0203,0.0,0.147,0.8,96,204285,4,0,0
704,This Is How We Do,Katy Perry,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117,188453,4,0,0
705,Love You Like A Love Song,Selena Gomez & The Scene,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,130,240000,4,0,0
706,I Want You To Know,Zedd,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,132,237947,4,0,0
707,Till the World Ends,Britney Spears,0.669,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120,227280,4,0,0
708,International Love ,Pitbull,0.706,0.728,7,-3.602,1,0.0852,0.123,0.0,0.185,0.851,121,201600,4,0,0
709,Really Don't Care,Demi Lovato,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,120,235382,4,0,0
710,Sing,Ed Sheeran,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,125,262200,4,0,0
711,Don't Stop The Music,Rihanna,0.491,0.857,7,-2.634,1,0.0656,0.0834,7.57e-06,0.344,0.395,130,222500,4,0,0
712,Red Lights,Tiësto,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120,227741,4,0,0
713,She Wolf ,David Guetta,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,128,307640,4,0,0
714,Teenage Dream,Katy Perry,0.697,0.861,9,-4.389,0,0.144,0.00482,1.83e-06,0.41,0.703,127,228200,4,0,0
715,The Time ,Black Eyed Peas,0.584,0.89,1,-5.941,0,0.0343,0.047,0.814,0.309,0.466,126,199907,4,0,0
716,We Run The Night,Havana Brown,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,128,320587,4,0,0
717,Levels ,Avicii,0.669,0.939,9,-2.06,1,0.0427,0.0463,1.12e-06,0.335,0.264,128,209533,4,0,0
718,The Edge Of Glory,Lady Gaga,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125,219987,4,0,0
719,I Can Only Imagine ,David Guetta,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95,207333,4,0,0
720,More,Usher,0.648,0.836,8,-3.394,1,0.0316,0.0625,0.00995,0.202,0.705,127,183560,4,0,0
721,"Young, Wild & Free ",Snoop Dogg,0.668,0.64,3,-5.208,0,0.0888,0.049,0.0,0.0675,0.259,130,181627,4,0,0
722,Va Va Voom,Nicki Minaj,0.552,0.831,8,-5.217,1,0.0298,0.0391,2.93e-06,0.0632,0.144,130,204360,5,0,0
723,Right Now,Rihanna,0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128,227560,4,0,0
724,This Is What It Feels Like,Armin van Buuren,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126,239894,4,0,0
725,The Night Is Still Young,Nicki Minaj,0.778,0.801,9,-4.65,1,0.086,0.345,1.18e-06,0.0881,0.534,97,216573,4,0,0
726,Love Me Again,John Newman,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,75,252733,4,0,0
727,Do What U Want,Lady Gaga,0.739,0.926,7,-3.927,1,0.0725,0.00298,0.0,0.108,0.718,116,247213,4,0,0
728,Let Her Go,Passenger,0.593,0.781,8,-5.292,0,0.0547,0.000739,0.0,0.225,0.575,103,239853,4,0,0
729,How We Do ,Rita Ora,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,126,176658,4,0,0
730,Your Body,Christina Aguilera,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125,215200,4,0,0
731,The Nights,Avicii,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149,198733,4,0,0
732,Take It Off,Kesha,0.683,0.804,9,-6.592,0,0.0849,0.00289,0.0,0.0949,0.522,128,237107,4,0,0
733,Heartbeat Song,Kelly Clarkson,0.795,0.596,11,-3.799,0,0.219,0.103,0.0,0.164,0.357,102,326280,4,0,0
734,Live My Life,Far East Movement,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74,242013,4,0,0
735,Suit & Tie,Justin Timberlake,0.478,0.836,1,-4.931,0,0.0438,0.0146,1.45e-06,0.398,0.0558,130,225231,4,0,0
736,Bottoms Up ,Trey Songz,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42e-06,0.0843,0.71,102,197933,4,0,0
737,Beautiful Creature ,Ana Criado,0.55,0.689,3,-7.76,0,0.094,0.0498,0.0,0.207,0.408,100,224487,4,0,0
738,CAN'T STOP THE FEELING! ,Justin Timberlake,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130,241667,4,0,0
739,I Took A Pill In Ibiza ,Mike Posner,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,128,217347,4,0,0
740,Raging ,Kygo,0.792,0.856,11,-5.236,0,0.067,0.0159,2.88e-06,0.0981,0.714,128,237267,4,0,0
741,Yeah 3x,Chris Brown,0.622,0.808,5,-4.701,1,0.0418,0.00543,5.63e-05,0.215,0.599,122,204773,4,0,0
742,Stay The Night ,Zedd,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120,227147,4,0,0
743,Dance Again,Jennifer Lopez,0.719,0.674,11,-5.122,1,0.0681,0.0879,3.75e-06,0.112,0.843,126,215042,4,0,0
744,I Really Like You,Carly Rae Jepsen,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130,210267,4,0,0
745,Brokenhearted,Karmin,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125,222200,4,0,0
746,Birthday,Katy Perry,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,120,269560,4,0,0
747,I Wanna Go,Britney Spears,0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82,227027,4,0,0
748,La La La,Naughty Boy,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93,180480,4,0,0
749,All of Me,John Legend,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,152,229573,4,0,0
750,The Way,Ariana Grande,0.825,0.832,5,-5.853,0,0.0403,0.00587,0.000789,0.114,0.713,122,220627,4,0,0
751,Airplanes ,B.o.B,0.702,0.715,5,-5.377,0,0.0425,0.503,2.44e-05,0.126,0.863,127,200013,4,0,0
752,E.T.,Katy Perry,0.763,0.653,5,-5.05,0,0.149,0.00876,5.46e-06,0.0854,0.477,130,240907,4,0,0
753,Telephone,Lady Gaga,0.595,0.913,10,-3.428,0,0.0884,0.0435,0.0,0.259,0.762,128,234453,4,0,0
754,You Da One,Rihanna,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,125,233347,4,0,0
755,A Little Party Never Killed Nobody ,Fergie,0.656,0.884,2,-4.748,1,0.0372,0.0162,0.0,0.145,0.86,105,237987,4,0,0
756,Hey Baby ,Pitbull,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,104,268320,4,0,0
757,You Make Me,Avicii,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-05,0.372,0.76,127,236093,4,0,0
758,It's Time,Imagine Dragons,0.762,0.692,5,-3.973,0,0.0438,0.113,0.0,0.094,0.397,115,208307,4,0,0
759,Nothin' on You ,B.o.B,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136,216013,4,0,0
760,Run the World ,Beyoncé,0.703,0.867,6,-4.292,1,0.0453,0.107,0.0,0.119,0.546,128,213708,4,0,0
761,Paparazzi,Lady Gaga,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160,202496,4,0,0
762,Still into You,Paramore,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90,303813,4,0,0
763,The Fox ,Ylvis,0.69,0.834,0,-5.79,1,0.0566,0.129,0.0,0.136,0.738,127,222933,4,0,0
764,She Looks So Perfect,5 Seconds of Summer,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168,238693,4,0,0
765,Lighters,Bad Meets Evil,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,89,198773,3,0,0
766,Fuck You,CeeLo Green,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99,236133,4,0,0
767,Coming Home,Diddy - Dirty Money,0.557,0.814,10,-4.469,0,0.0872,0.0114,7.97e-05,0.345,0.616,128,234053,4,0,0
768,Danza Kuduro,Don Omar,0.347,0.772,5,-4.359,0,0.0549,0.0597,0.0333,0.115,0.035,192,191412,3,0,0
769,Crazy In Love ,Beyoncé,0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,138,196664,4,0,0
770,Breathing,Jason Derulo,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140,323480,4,0,0
771,Shot Me Down ,David Guetta,0.644,0.945,7,-3.534,1,0.0717,0.0587,0.0,0.184,0.573,91,219560,4,0,0
772,Harlem Shake,Baauer,0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74e-05,0.11,0.391,95,196867,4,0,0
773,Drunk in Love ,Beyoncé,0.689,0.816,3,-3.951,0,0.178,0.0188,2.42e-06,0.181,0.776,128,244547,4,0,0
774,Written in the Stars ,Tinie Tempah,0.752,0.872,6,-4.186,1,0.117,0.12,0.0,0.234,0.677,124,195960,4,0,0
775,Next To Me,Emeli Sandé,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,95,253307,4,0,0
776,All Around The World,Justin Bieber,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113,273684,4,0,0
777,Turn Up The Love,Far East Movement,0.834,0.831,7,-6.061,0,0.0745,0.00799,0.0,0.217,0.788,103,163960,4,0,0
778,Good Life,OneRepublic,0.861,0.742,3,-3.292,0,0.148,0.0035,0.0,0.0643,0.655,126,194960,4,0,0
779,Firestone ,Kygo,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65,214240,4,0,0
780,Pretty Girls,Britney Spears,0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124,203908,4,0,0
781,Gentleman,PSY,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,90,182960,4,0,0
782,Baby,Justin Bieber,0.568,0.631,7,-5.623,1,0.0273,0.033,0.0,0.144,0.23,105,225027,4,0,0
783,Break the Rules,Charli XCX,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128,240347,4,0,0
784,Kiss You,One Direction,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184,196640,4,0,0
785,Marry Me,Jason Derulo,0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,130,220920,4,0,0
786,Drinking from the Bottle ,Calvin Harris,0.722,0.63,3,-5.784,0,0.132,0.0485,0.000294,0.179,0.519,150,227480,4,0,0
787,Got 2 Luv U ,Sean Paul,0.379,0.618,5,-7.065,1,0.0586,0.337,5.1e-06,0.102,0.4,148,209560,4,0,0
788,Somebody To Love,Justin Bieber,0.671,0.843,10,-4.509,0,0.0385,0.0277,0.0,0.295,0.567,122,205467,4,0,0
789,Bitch I'm Madonna,Madonna,0.706,0.572,8,-5.799,0,0.0326,0.0262,0.0,0.585,0.574,140,214726,4,0,0
790,Flashlight ,Jessie J,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,127,197600,4,0,0
791,Hula Hoop,OMI,0.308,0.563,0,-9.169,1,0.0719,0.527,4.58e-06,0.134,0.109,86,688453,4,0,0
792,She Knows,Ne-Yo,0.65,0.786,9,-5.488,1,0.0463,0.019,0.0,0.323,0.446,125,198307,4,0,0
793,One Thing,One Direction,0.576,0.86,8,-3.913,1,0.0394,0.000875,0.0,0.316,0.594,87,196093,4,0,0
794,Not a Bad Thing,Justin Timberlake,0.668,0.789,1,-4.564,1,0.0879,0.0361,0.000296,0.25,0.394,123,218720,4,0,0
795,Don't Worry ,Madcon,0.743,0.841,0,-5.189,1,0.0391,0.0156,0.0,0.133,0.814,100,226800,4,0,0
796,Ugly Heart,G.R.L.,0.65,0.786,9,-5.488,1,0.0463,0.019,0.0,0.323,0.446,125,198307,4,0,0
797,Made In The USA,Demi Lovato,0.576,0.86,8,-3.913,1,0.0394,0.000875,0.0,0.316,0.594,87,196093,4,0,0
798,Living For Love,Madonna,0.668,0.789,1,-4.564,1,0.0879,0.0361,0.000296,0.25,0.394,123,218720,4,0,0
799,New Thang,Redfoo,0.743,0.841,0,-5.189,1,0.0391,0.0156,0.0,0.133,0.814,100,226800,4,0,0
800,Real Love,Clean Bandit,0.63,0.848,0,-4.592,1,0.0428,0.0834,4.34e-06,0.205,0.551,125,219692,4,0,0
801,Fly,Nicki Minaj,0.664,0.848,10,-4.926,1,0.0386,0.0148,0.000118,0.1,0.196,120,212920,4,0,0
802,Say Something,A Great Big World,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141,229400,3,0,0
803,Pump It,Black Eyed Peas,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,154,213067,4,0,0
804,Who Says,Selena Gomez & The Scene,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101,195613,4,0,0
805,Let It Go ,Demi Lovato,0.505,0.624,7,-6.513,1,0.0371,0.0235,0.0,0.5,0.215,140,224387,4,0,0
806,Girlfriend,Avril Lavigne,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,164,216600,4,0,0
807,Gorilla,Bruno Mars,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,140,244493,4,0,0
808,Bailando ,Enrique Iglesias,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91,243413,4,0,0
809,Forget You,CeeLo Green,0.696,0.875,0,-3.682,1,0.0649,0.134,0.0,0.159,0.772,127,222733,4,0,0
810,Not Afraid,Eminem,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,115,248133,5,0,0
811,Get Low,Dillon Francis,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101,212773,4,0,0
812,Into You,Ariana Grande,0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,108,244453,4,0,0
813,Dangerous Woman,Ariana Grande,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134,235947,3,0,0
814,Be Alright,Ariana Grande,0.813,0.456,1,-7.667,0,0.0684,0.169,2.86e-06,0.105,0.587,109,179293,4,0,0
815,Unconditionally,Katy Perry,0.432,0.725,7,-4.862,1,0.0431,0.00273,0.0,0.208,0.353,129,228879,4,0,0
816,Try,P!nk,0.673,0.629,2,-7.072,1,0.0299,0.00141,0.0,0.0944,0.551,104,247907,4,0,0
817,The Man,Aloe Blacc,0.308,0.769,11,-7.256,0,0.065,0.0331,0.0,0.214,0.488,82,254880,4,0,0
818,The Sound,The 1975,0.646,0.938,0,-4.735,1,0.0754,0.0875,6.52e-06,0.447,0.545,121,248880,4,0,0
819,Boys & Girls,will.i.am,0.898,0.741,11,-6.385,0,0.0533,0.324,0.0028,0.0894,0.638,108,241160,4,0,0
820,Something In The Way You Move,Ellie Goulding,0.658,0.814,1,-6.157,0,0.0493,0.0398,0.0,0.114,0.316,109,227423,4,0,0
821,Paradise ,Benny Benassi,0.592,0.865,11,-5.426,1,0.0493,0.00923,0.0,0.12,0.511,128,233169,4,0,0
822,Loyal,Chris Brown,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99,264947,4,0,0
823,Bitches N Marijuana ,Chris Brown,0.559,0.535,3,-8.136,0,0.274,0.337,0.0,0.105,0.62,97,254693,4,0,0
824,Reload ,Sebastian Ingrosso,0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128,221273,4,0,0
825,True Colors,Zedd,0.568,0.794,2,-3.317,0,0.0371,0.398,3.95e-05,0.104,0.489,126,224867,4,0,0
826,iT's YoU,ZAYN,0.611,0.319,5,-10.743,1,0.0357,0.815,0.0151,0.108,0.176,125,226653,4,0,0
827,23,Mike WiLL Made-It,0.859,0.599,9,-5.254,1,0.0614,0.000362,8.2e-06,0.13,0.319,140,252520,4,0,0
828,Bailando ,Enrique Iglesias,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91,243413,4,0,0
