,track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,top100,top10
412,Tonight I’m Getting Over You,Carly Rae Jepsen,0.72,0.776,10,-5.331,1,0.043,0.00549,0.000298,0.365,0.135,126,219213,4,0,0
413,Why'd You Only Call Me When You're High?,Arctic Monkeys,0.789,0.916,0,-3.262,1,0.249,0.0135,8.09e-06,0.077,0.658,128,183750,4,0,0
414,#SELFIE,The Chainsmokers,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110,209160,4,0,0
415,Habits ,Tove Lo,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75,193733,4,0,0
416,Miss Movin' On ,Fifth Harmony,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,158,295493,4,0,0
417,Hello,Adele,0.704,0.628,10,-7.882,0,0.162,0.0626,1.49e-06,0.103,0.654,92,199246,4,0,0
418,Magnets,Disclosure,0.715,0.715,5,-7.364,1,0.0904,0.0526,0.0,0.0936,0.506,135,238747,4,0,0
419,Hold Back The River,James Bay,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,129,241693,4,0,0
420,Take Me To Church,Hozier,0.523,0.847,3,-5.888,1,0.028,0.00309,1.21e-05,0.146,0.475,155,340320,4,0,0
421,Sirens,Pearl Jam,0.402,0.696,8,-4.799,0,0.0448,0.0476,0.0,0.628,0.227,180,243093,3,0,0
422,What Now,Rihanna,0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,126,157153,4,0,0
423,I Love It ,Icona Pop,0.793,0.524,8,-7.827,1,0.156,0.0319,0.0,0.156,0.579,86,174133,4,0,0
424,Started From the Bottom,Drake,0.404,0.225,4,-8.829,1,0.0363,0.888,0.0,0.111,0.275,135,222042,4,0,0
425,Nothing Really Matters ,Mr. Probz,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122,158474,4,0,0
426,Reality ,Lost Frequencies,0.579,0.363,7,-14.185,1,0.0308,0.306,0.00692,0.111,0.0754,98,256973,4,0,0
427,Love Someone,Jason Mraz,0.549,0.107,0,-16.147,1,0.0844,0.957,0.0,0.111,0.307,75,219053,4,0,0
428,I'm Yours,Jason Mraz,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,137,240166,3,0,0
429,I Won't Give Up,Jason Mraz,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123,219043,4,0,0
430,Sugar ,Robin Schulz,0.597,0.685,11,-6.371,1,0.0367,0.0245,0.000335,0.182,0.369,122,209208,4,0,0
431,Headlights ,Robin Schulz,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,96,207747,4,0,0
432,Do It Again,Pia Mia,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146,222587,4,0,0
433,Look At Me Now ,Chris Brown,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146,222587,4,0,0
434,Look At Me Now ,Chris Brown,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100,233720,4,0,0
435,Love Yourself,Justin Bieber,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,100,230333,4,0,0
436,Perfect,One Direction,0.669,0.747,6,-7.108,1,0.0428,0.141,0.0,0.185,0.483,123,242440,4,0,0
437,Lay It All on Me ,Rudimental,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,146,213428,4,0,0
438,Never Forget You,Zara Larsson,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98,201122,4,0,0
439,Lush Life,Zara Larsson,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,90,237800,4,0,0
440,Just A Dream ,Nelly,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145,338413,4,0,0
441,Holy Grail,JAY-Z,0.667,0.861,0,-5.199,1,0.0273,0.0489,0.000379,0.188,0.73,124,255907,4,0,0
442,Have You Ever Seen the Rain,Smokie,0.725,0.708,5,-5.331,0,0.0756,0.22,0.0,0.777,0.555,130,231853,4,0,0
443,Dollhouse,Melanie Martinez,0.716,0.73,6,-4.126,0,0.0364,0.058,7.32e-06,0.151,0.339,136,204086,4,0,0
444,Pity Party,Melanie Martinez,0.686,0.691,5,-4.616,0,0.0371,0.257,0.0,0.145,0.477,95,239080,4,0,0
445,Cry Baby,Melanie Martinez,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100,226739,4,0,0
446,Can't Remember to Forget You ,Shakira,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111,200680,4,0,0
447,Roses ,The Chainsmokers,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,95,256733,4,0,0
448,Hands To Myself,Selena Gomez,0.599,0.869,0,-3.697,1,0.0789,0.0525,0.00719,0.103,0.593,108,193333,4,0,0
449,Let Me Love You,Mario,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138,192120,4,0,0
450,Bang My Head ,David Guetta,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,129,241693,4,0,0
451,I'll Show You,Justin Bieber,0.687,0.761,9,-4.582,0,0.0876,0.102,0.0,0.147,0.743,114,223853,4,0,0
452,Drag Me Down,One Direction,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,108,166138,4,0,0
453,Take Me To Church,Hozier,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90,212627,4,0,0
454,I Know What You Did Last Summer,Shawn Mendes,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,126,235493,4,0,0
455,Light It Up ,Major Lazer,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90,195200,4,0,0
456,Faded,Alan Walker,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120,199453,4,0,0
457,Only Girl ,Rihanna,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94,192191,4,0,0
458,Renegades,X Ambassadors,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,112,251467,4,0,0
459,Here,Alessia Cara,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,125,202747,4,0,0
460,My House,Flo Rida,0.505,0.68,7,-4.993,1,0.0714,0.0796,0.0,0.0465,0.539,168,235653,3,0,0
461,"Me, Myself & I",G-Eazy,0.752,0.754,1,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,150,206880,4,0,0
462,PILLOWTALK,ZAYN,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110,219333,4,0,0
463,In The Night,The Weeknd,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,155,213445,4,0,0
464,Stitches,Shawn Mendes,0.543,0.876,10,-5.069,0,0.0512,0.0606,0.0,0.157,0.415,122,268840,4,0,0
465,Alright,Kendrick Lamar,0.689,0.564,2,-6.226,1,0.136,0.187,0.0,0.0721,0.123,185,212947,4,0,0
466,On My Mind,Ellie Goulding,0.839,0.804,1,-2.513,1,0.0329,0.0192,0.0,0.331,0.888,123,239987,4,0,0
467,Desire,Years & Years,0.674,0.862,11,-4.614,1,0.0253,0.0157,0.000427,0.169,0.5,130,191000,4,0,0
468,Come Get Her,Rae Sremmurd,0.778,0.776,9,-5.359,1,0.0362,0.0338,0.0216,0.0772,0.361,127,247615,4,0,0
469,Fire Burning,Sean Kingston,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,115,192360,4,0,0
470,When Love Takes Over ,David Guetta,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,87,267520,4,0,0
471,Stereo Love ,Edward Maya,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,66,212107,4,0,0
472,Circus,Britney Spears,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,150,193387,4,0,0
473,Run This Town,JAY-Z,0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127,237120,4,0,0
474,Down,Jay Sean,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96,202067,4,0,0
475,Kiss Me Thru The Phone,Soulja Boy,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137,230760,4,0,0
476,I Know You Want Me ,Pitbull,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,160,321093,4,0,0
477,Party In The U.S.A.,Miley Cyrus,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,119,241933,4,0,0
478,Use Somebody,Kings of Leon,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,119,237200,4,0,0
479,21 Guns,Green Day,0.816,0.94,7,-6.079,0,0.28,0.0798,0.444,0.431,0.596,128,217037,4,0,0
480,Just Dance,Lady Gaga,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,170,202333,4,0,0
481,Poker Face,Lady Gaga,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125,205680,4,0,0
482,Hot,INNA,0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103,239465,4,0,0
483,Stressed Out,Twenty One Pilots,0.583,0.695,9,-5.336,1,0.0423,0.0141,0.0,0.0527,0.224,105,220573,4,0,0
484,What Do You Mean?,Justin Bieber,0.836,0.665,0,-5.779,1,0.0745,0.308,0.000925,0.0714,0.677,121,180336,4,0,0
485,Stay ,Kygo,0.731,0.639,9,-6.597,1,0.0359,0.0206,1.29e-05,0.0789,0.527,122,158474,4,0,0
486,Middle,DJ Snake,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105,214480,4,0,0
487,Show Me Love ,Sam Feldt,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,92,219320,4,0,0
488,Reality,Lost Frequencies,0.891,0.692,4,-4.989,1,0.0673,0.0545,0.0,0.608,0.218,100,209467,4,0,0
489,Work from Home,Fifth Harmony,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130,205746,4,0,0
490,Work,Rihanna,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,112,263787,4,0,0
491,Team,Iggy Azalea,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136,213507,4,0,0
492,Confident,Demi Lovato,0.617,0.759,0,-6.785,0,0.0678,0.0026,0.0,0.419,0.324,123,218773,4,0,0
493,Adventure of a Lifetime,Coldplay,0.774,0.753,4,-5.446,0,0.0517,0.152,0.0,0.0371,0.896,119,219147,4,0,0
494,7/11,Beyoncé,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,92,185194,4,0,0
495,Love Myself,Hailee Steinfeld,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,144,290907,4,0,0
496,Cake By The Ocean,DNCE,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,104,173987,4,0,0
497,YOUTH,Troye Sivan,0.628,0.737,7,-4.437,1,0.041,0.0625,0.0,0.0777,0.592,92,185194,4,0,0
498,When We Were Young,Adele,0.381,0.594,3,-5.97,1,0.0486,0.348,0.0,0.0925,0.273,144,290907,4,0,0
499,One Dance,Drake,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,104,173987,4,0,0
500,Fast Car,Jonas Blue,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,114,212424,4,0,0
501,Gold,Kiiara,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113,225882,5,0,0
502,Panda,Desiigner,0.685,0.731,10,-5.503,0,0.414,0.0292,0.0,0.369,0.266,145,247867,4,0,0
503,NO,Meghan Trainor,0.557,0.801,1,-3.602,0,0.218,0.0125,1.66e-06,0.737,0.654,92,213507,4,0,0
504,Pop Style,Drake,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133,212947,4,0,0
505,oui,Jeremih,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,79,238320,5,0,0
506,Don't,Bryson Tiller,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136,190173,4,0,0
507,You Should Be Here,Cole Swindell,0.768,0.82,7,-4.63,0,0.0475,0.179,0.0,0.704,0.625,130,213293,4,0,0
508,Cooler Than Me ,Mike Posner,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143,239613,4,0,0
509,The Show Goes On,Lupe Fiasco,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196,247267,4,0,0
510,You Know You Like It,DJ Snake,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,88,211000,4,0,0
511,Heartless,Kanye West,0.338,0.803,8,-5.412,0,0.0413,0.0187,0.0,0.136,0.4,152,241853,4,0,0
512,You Found Me,The Fray,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155,326187,4,0,0
513,Knock You Down,Keri Hilson,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,122,255867,4,0,0
514,Latch,Disclosure,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125,219536,4,0,0
515,Lay Me Down,Sam Smith,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,128,211975,4,0,0
516,Five More Hours ,Deorro,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97,226581,4,0,0
517,Post to Be ,Omarion,0.56,0.857,4,-4.145,0,0.0384,0.0594,0.0,0.381,0.432,120,215360,4,0,0
518,King,Years & Years,0.722,0.747,4,-6.679,0,0.0457,0.00926,0.000316,0.126,0.846,125,210187,4,0,0
519,Stronger,Clean Bandit,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,105,189907,4,0,0
520,Somebody,Natalie La Rose,0.642,0.823,0,-5.717,1,0.0289,0.00159,0.0,0.0776,0.431,123,227344,4,0,0
521,Hold My Hand,Jess Glynne,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79,184227,4,0,0
522,Dear Future Husband,Meghan Trainor,0.557,0.428,5,-11.299,1,0.137,0.0673,0.0019,0.139,0.0996,103,378600,4,0,0
523,Mine ,Beyoncé,0.602,0.739,9,-5.655,1,0.0601,0.0142,0.0,0.371,0.422,82,215143,4,0,0
524,Golden ,Travie McCoy,0.847,0.882,11,-4.536,0,0.0551,0.0416,0.000201,0.103,0.793,122,185920,4,0,0
525,Sparks,Hilary Duff,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,122,255867,4,0,0
526,Latch,Disclosure,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110,250189,4,0,0
527,Can't Hold Us ,Macklemore & Ryan Lewis,0.611,0.947,4,-1.538,0,0.0558,0.0282,0.0,0.303,0.564,106,228520,4,0,0
528,The Monster,Eminem,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,130,231133,4,0,0
529,Doing It ,Charli XCX,0.477,0.788,10,-5.472,1,0.082,0.409,0.0,0.194,0.377,138,238360,4,0,0
530,You Belong With Me,Taylor Swift,0.591,0.886,3,-3.638,1,0.033,0.00302,5.01e-06,0.234,0.599,120,209707,4,0,0
531,Invincible,Kelly Clarkson,0.619,0.748,7,-5.961,1,0.033,0.0656,1.86e-05,0.241,0.299,115,206560,4,0,0
532,Body Talk,Foxes,0.639,0.659,8,-7.273,1,0.215,0.241,8.33e-06,0.484,0.457,137,234413,4,0,0
533,Hold Me Up,Conrad Sewell,0.702,0.705,0,-6.666,1,0.0543,0.258,5.93e-06,0.0879,0.743,155,213445,4,0,0
534,***Flawless ,Beyoncé,0.748,0.741,6,-3.103,1,0.0531,0.00419,0.0,0.147,0.537,128,213053,4,0,0
535,On My Mind,Ellie Goulding,0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94,267413,4,0,0
536,My Way ,Fetty Wap,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,120,237300,4,0,0
537,Love On Top,Beyoncé,0.654,0.623,6,-5.273,0,0.082,0.253,0.0,0.144,0.401,124,234213,4,0,0
538,7 Years,Lukas Graham,0.885,0.8,11,-4.714,0,0.0846,0.23,1.99e-06,0.0734,0.464,95,192376,4,0,0
539,Close,Nick Jonas,0.638,0.924,7,-3.887,1,0.0359,0.00205,0.000173,0.149,0.529,112,263787,4,0,0
540,Hide Away,Daya,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91,194453,4,0,0
541,Adventure of a Lifetime,Coldplay,0.852,0.553,1,-7.286,1,0.187,0.0559,0.0,0.332,0.656,142,205879,4,0,0
542,One Call Away,Charlie Puth,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,80,231987,4,0,0
543,Jumpman,Drake,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,133,202587,4,0,0
544,Come & Get It,Selena Gomez,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126,189127,4,0,0
545,Naturally ,Selena Gomez & The Scene,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,100,231813,4,0,0
546,No Money,Galantis,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,119,237200,4,0,0
547,Working For It,ZHU,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80,227533,4,0,0
548,Poker Face,Lady Gaga,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,125,204640,4,0,0
549,Russian Roulette,Rihanna,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193,193213,4,0,0
550,Right Round,Flo Rida,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,88,211000,4,0,0
551,Single Ladies ,Beyoncé,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155,326187,4,0,0
552,Heartless,Kanye West,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,150,193387,4,0,0
553,Knock You Down,Keri Hilson,0.327,0.588,4,-6.611,1,0.0336,0.0834,0.0,0.104,0.329,161,236067,4,0,0
554,Kiss Me Thru The Phone,Soulja Boy,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132,220227,4,0,0
555,The Climb,Miley Cyrus,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105,216333,4,0,0
556,Hot N Cold,Katy Perry,0.524,0.878,5,-3.108,0,0.0346,0.0012,0.0,0.098,0.59,131,199187,4,0,0
557,LoveGame,Lady Gaga,0.727,0.649,0,-5.356,1,0.0338,0.661,0.0,0.111,0.669,130,254533,4,0,0
558,Waking Up In Vegas,Katy Perry,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86,242200,4,0,0
559,Mad,Ne-Yo,0.865,0.69,7,-7.448,1,0.0444,0.289,0.0138,0.225,0.868,122,188867,4,0,0
560,Obsessed,Mariah Carey,0.694,0.825,1,-5.986,1,0.111,0.0895,1.86e-05,0.0618,0.788,122,208067,4,0,0
561,She Wolf,Shakira,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,125,238627,4,0,0
562,Sweet Dreams,Beyoncé,0.546,0.712,3,-3.104,0,0.0269,0.000969,0.0,0.406,0.489,150,206333,4,0,0
563,Disturbia,Rihanna,0.691,0.853,1,-2.528,0,0.0372,0.0631,7.13e-05,0.082,0.762,146,215867,4,0,0
564,Turn My Swag On,Soulja Boy,0.415,0.926,5,-1.304,0,0.374,0.253,0.0,0.256,0.542,158,357347,4,0,0
565,One Time,Justin Bieber,0.44,0.517,0,-7.355,1,0.363,0.428,0.0,0.173,0.475,74,249027,4,0,0
566,Forever,Drake,0.832,0.87,8,-4.2,0,0.167,0.267,0.0,0.412,0.566,138,240747,4,0,0
567,Break Up,Mario,0.485,0.619,5,-7.115,0,0.0289,0.0941,3.31e-06,0.109,0.416,138,242373,4,0,0
568,Right Now ,Akon,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150,249533,4,0,0
569,Viva La Vida,Coldplay,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,102,171093,4,0,0
570,Whatever You Like,T.I.,0.741,0.626,1,-4.826,0,0.0886,0.02,0.0,0.0828,0.706,108,188493,4,0,0
571,Ginza ,J Balvin,0.689,0.521,0,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95,229747,4,0,0
572,Wild Things,Alessia Cara,0.646,0.94,10,-2.856,0,0.0838,0.0209,0.0,0.0691,0.704,129,231787,4,0,0
573,All My Friends ,Snakehips,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,128,234560,4,0,0
574,I Like It,Enrique Iglesias,0.534,0.87,11,-3.078,0,0.0425,0.000329,0.0,0.241,0.462,126,215160,4,0,0
575,Club Can't Handle Me ,Flo Rida,0.467,0.757,2,-3.01,1,0.0517,0.0866,0.0,0.0742,0.383,132,254653,4,0,0
576,So What,P!nk,0.792,0.571,8,-7.539,0,0.094,0.301,0.0,0.1,0.556,100,139200,4,0,0
577,Sun Is Shining,Axwell /\ Ingrosso,0.664,0.602,4,-5.369,0,0.0412,0.0529,0.0,0.356,0.289,134,235947,3,0,0
578,Kamikaze,MØ,0.891,0.692,4,-4.989,1,0.0673,0.0545,0.0,0.608,0.218,100,209467,4,0,0
579,Dangerous Woman,Ariana Grande,0.467,0.757,2,-3.01,1,0.0517,0.0866,0.0,0.0742,0.383,132,254653,4,0,0
580,Team,Iggy Azalea,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113,242253,4,0,0
581,Sun Is Shining,Axwell /\ Ingrosso,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105,241440,4,0,0
582,The Hills,The Weeknd,0.684,0.71,11,-3.614,0,0.0779,0.0132,0.0,0.444,0.451,93,222187,4,0,0
583,Midnight City,M83,0.72,0.802,1,-5.797,1,0.0582,0.0921,0.0,0.694,0.723,124,229360,4,0,0
584,Jealous,Nick Jonas,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83,227373,4,0,0
585,Time of Our Lives,Pitbull,0.553,0.657,1,-8.219,1,0.0405,0.335,0.000648,0.228,0.555,108,192707,4,0,0
586,The Heart Wants What It Wants,Selena Gomez,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92,257560,4,0,0
587,I Bet My Life,Imagine Dragons,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130,284373,4,0,0
588,Imma Be,Black Eyed Peas,0.801,0.728,0,-5.419,0,0.0989,0.211,0.0,0.411,0.404,126,274547,4,0,0
589,Meet Me Halfway,Black Eyed Peas,0.655,0.699,11,-4.421,1,0.0493,0.0352,0.0,0.064,0.802,87,187427,4,0,0
590,Missing You,Black Eyed Peas,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120,226600,4,0,0
591,History,One Direction,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77,228133,4,0,0
592,Night Changes,One Direction,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118,200107,4,0,0
593,Steal My Girl,One Direction,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,95,235893,4,0,0
594,Best Song Ever,One Direction,0.19,0.265,9,-9.206,1,0.0356,0.863,0.0,0.134,0.101,79,262533,4,0,0
595,Bring Me To Life,Evanescence,0.37,0.858,11,-4.885,0,0.0545,0.00815,2.12e-05,0.229,0.464,175,214947,4,0,0
596,My Immortal,Evanescence,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,110,337560,4,0,0
597,Going Under,Evanescence,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100,353893,4,0,0
598,Instant Crush ,Daft Punk,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,0.518,110,337560,4,0,0
599,Lose Yourself to Dance ,Daft Punk,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100,353893,4,0,0
600,To Ü ,Jack Ü,0.485,0.928,10,-3.451,0,0.445,0.134,2.92e-05,0.217,0.348,160,237000,4,0,0
601,Needed Me,Rihanna,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,111,191600,4,0,0
602,Car Radio,Twenty One Pilots,0.766,0.519,9,-7.355,0,0.0366,0.098,0.0,0.0855,0.612,130,267720,4,0,0
603,Ride,Twenty One Pilots,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,75,214507,4,0,0
604,Hollaback Girl,Gwen Stefani,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110,199853,4,0,0
605,Somebody That I Used To Know,Gotye,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129,244973,4,0,0
606,Call Me Maybe,Carly Rae Jepsen,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120,193400,4,0,0
607,We Are Young ,fun.,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184,250627,4,0,0
608,Payphone,Maroon 5,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110,231387,4,0,0
609,Glad You Came,The Wanted,0.61,0.841,7,-4.579,0,0.0692,0.056,9.85e-06,0.118,0.431,127,198187,4,0,0
610,Stronger ,Kelly Clarkson,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116,221947,4,0,0
611,Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125,210627,4,0,0
612,What Makes You Beautiful,One Direction,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,125,199987,4,0,0
613,Sexy And I Know It,LMFAO,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130,199480,4,0,0
614,Some Nights,fun.,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,108,277040,4,0,0
615,Wide Awake,Katy Perry,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,160,220947,4,0,0
616,Good Feeling,Flo Rida,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128,248133,4,0,0
617,One More Night,Maroon 5,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,93,219467,4,0,0
618,Drive By,Train,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122,195973,4,0,0
619,Where Have You Been,Rihanna,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.221,0.444,128,242680,4,0,0
620,Everybody Talks,Neon Trees,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,155,177280,4,0,0
