,track,artist,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top100,top10,1,2,3,4,5,6,7,8,9,10,11
299,Look At Me Now,Chris Brown,0.684,0.8340000000000001,-4.524,0,0.0675,0.0646,0.0,0.271,0.5379999999999999,164,217667,0,0,0,1,0,0,0,0,0,0,0,0,0
300,Down On Me,Jeremih,0.753,0.7290000000000001,-3.862,0,0.0392,0.0033399999999999997,5.660000000000001e-05,0.073,0.812,120,219973,0,0,0,0,0,0,0,0,0,0,0,0,1
301,Black and Yellow,Wiz Khalifa,0.6459999999999999,0.795,-3.293,1,0.0976,0.0319,0.0,0.267,0.7959999999999999,90,210960,0,0,0,0,0,0,0,0,0,0,1,0,0
302,Stereo Hearts ,Gym Class Heroes,0.7070000000000001,0.861,-4.225,1,0.316,0.1,0.0,0.191,0.795,130,199480,0,0,0,0,0,0,0,0,1,0,0,0,0
303,Dynamite,Taio Cruz,0.578,0.9259999999999999,-3.6889999999999996,0,0.0548,0.00472,0.0127,0.14,0.877,150,220707,0,0,0,0,0,0,0,1,0,0,0,0,0
304,Sexy And I Know It,LMFAO,0.736,0.823,-4.231,1,0.0675,0.00358,0.0009140000000000001,0.33,0.442,125,226227,0,0,0,0,0,0,0,0,0,1,0,0,0
305,What the Hell,Avril Lavigne,0.636,0.5660000000000001,-7.16,0,0.106,0.365,0.00035299999999999996,0.0917,0.425,152,235987,0,0,0,0,0,0,0,1,0,0,0,0,0
306,In The Dark,DEV,0.6990000000000001,0.882,-3.8960000000000004,0,0.0311,0.00296,0.0544,0.13,0.657,120,196813,0,0,0,0,0,1,0,0,0,0,0,0,0
307,Headlines,Drake,0.638,0.831,-3.944,1,0.182,0.0281,3.06e-06,0.27699999999999997,0.685,175,223053,0,0,0,0,0,0,1,0,0,0,0,0,0
308,Don't Wanna Go Home,Jason Derulo,0.364,0.841,-4.831,1,0.11900000000000001,0.00040199999999999996,0.0,0.242,0.0837,100,305840,0,0,0,0,0,0,0,0,0,1,0,0,0
309,Please Don't Go,Mike Posner,0.807,0.887,-3.7260000000000004,1,0.0503,0.0573,2.87e-06,0.124,0.961,134,187920,0,0,0,0,0,0,0,0,0,0,1,0,0
310,Price Tag,Jessie J,0.7290000000000001,0.675,-6.002999999999999,1,0.0312,0.175,1.58e-06,0.55,0.779,120,245867,0,0,0,0,0,0,0,0,0,1,0,0,0
311,All About That Bass,Meghan Trainor,0.7190000000000001,0.935,-3.752,1,0.0589,0.16699999999999998,0.0,0.0973,0.738,120,224227,0,0,0,0,0,0,0,0,1,0,0,0,0
312,Love Runs Out,OneRepublic,0.27899999999999997,0.742,-6.46,0,0.0898,0.000185,0.0,0.593,0.32799999999999996,190,231013,0,0,0,0,0,1,0,0,0,0,0,0,0
313,Break Free,Ariana Grande,0.813,0.872,-5.224,1,0.107,0.00621,0.0,0.0498,0.736,103,171413,0,0,0,0,0,0,0,0,0,0,1,0,0
314,Animals,Maroon 5,0.589,0.611,-5.881,0,0.0459,0.0151,0.0,0.0757,0.121,76,203107,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Hideaway,Kiesza,0.529,0.598,-7.085,1,0.0403,0.0268,0.0,0.15,0.373,170,225827,0,0,0,0,0,0,0,0,1,0,0,0,0
316,Uptown Funk ,Mark Ronson,0.575,0.5710000000000001,-9.291,0,0.10099999999999999,0.597,0.00015900000000000002,0.10800000000000001,0.0614,111,155587,0,0,0,0,0,0,0,0,0,0,0,0,1
317,E.T.,Katy Perry,0.7609999999999999,0.856,-3.65,0,0.0731,0.02,0.0,0.149,0.9670000000000001,106,185200,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Demons,Imagine Dragons,0.9670000000000001,0.583,-5.562,0,0.0789,0.0584,0.0,0.0519,0.9640000000000001,117,242733,0,0,0,0,0,0,0,0,1,0,0,0,0
319,Everybody Wants To Rule The World ,Lorde,0.614,0.379,-10.48,1,0.0476,0.607,0.00046399999999999995,0.0986,0.201,108,258987,0,0,0,0,0,1,0,0,0,0,0,0,0
320,Troublemaker ,Olly Murs,0.426,0.841,-3.529,0,0.0546,0.0192,0.0,0.42100000000000004,0.05,130,204942,0,0,1,0,0,0,0,0,0,0,0,0,0
321,SexyBack ,Justin Timberlake,0.41,0.743,-6.356,0,0.0591,0.0416,0.0,0.113,0.41700000000000004,176,236253,0,0,0,0,0,0,1,0,0,0,0,0,0
322,Photograph,Ed Sheeran,0.708,0.7709999999999999,-6.99,0,0.131,0.209,5.32e-06,0.27699999999999997,0.494,128,251573,0,0,0,0,0,0,1,0,0,0,0,0,0
323,Never Say Goodbye ,Hardwell,0.452,0.563,-6.607,1,0.0272,0.14400000000000002,0.0,0.14300000000000002,0.209,138,267653,0,0,0,0,0,1,0,0,0,0,0,0,0
324,Crawl,Chris Brown,0.6659999999999999,0.899,-4.676,1,0.027999999999999997,0.00155,0.0,0.0677,0.629,122,186267,0,0,0,0,0,0,0,0,0,1,0,0,0
325,Beautiful Monster,Ne-Yo,0.665,0.878,-4.745,0,0.20600000000000002,0.00325,0.0,0.0663,0.39399999999999996,93,319293,0,0,0,0,0,0,0,1,0,0,0,0,0
326,The Only Exception,Paramore,0.6729999999999999,0.8859999999999999,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97,216773,0,0,1,0,0,0,0,0,0,0,0,0,0
327,Break Your Heart,Taio Cruz,0.826,0.612,-3.891,1,0.0982,0.006809999999999999,0.0,0.0889,0.7559999999999999,120,187133,0,0,1,0,0,0,0,0,0,0,0,0,0
328,Your Love Is My Drug,Kesha,0.693,0.8220000000000001,-5.441,0,0.0439,0.0061600000000000005,1.79e-06,0.315,0.763,126,223800,0,0,0,0,0,1,0,0,0,0,0,0,0
329,That's My Name,Akcent,0.6729999999999999,0.758,-3.6319999999999997,1,0.158,0.039,0.0,0.341,0.542,136,229507,0,0,0,0,0,0,0,0,1,0,0,0,0
330,Safe And Sound,Capital Cities,0.48200000000000004,0.706,-5.7620000000000005,1,0.0609,0.135,0.00106,0.105,0.14400000000000002,92,224920,0,0,0,0,0,0,0,0,0,0,1,0,0
331,I Cry,Flo Rida,0.7340000000000001,0.7659999999999999,-4.485,1,0.0383,0.025,0.0013800000000000002,0.10800000000000001,0.6,128,215227,0,0,1,0,0,0,0,0,0,0,0,0,0
332,Girl On Fire,Alicia Keys,0.9179999999999999,0.609,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128,231400,0,0,0,0,0,0,0,0,0,0,0,1,0
333,We Found Love,Rihanna,0.5710000000000001,0.903,-2.184,1,0.214,0.0615,1.23e-06,0.18600000000000003,0.47700000000000004,128,206320,0,0,0,0,0,0,0,0,1,0,0,0,0
334,Danza Kuduro ,Lucenzo & Qwote,0.7809999999999999,0.728,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,103,219306,0,0,1,0,0,0,0,0,0,0,0,0,0
335,Whistle,Flo Rida,0.391,0.745,-6.296,1,0.0884,0.0497,0.0,0.32899999999999996,0.483,78,320161,0,0,0,1,0,0,0,0,0,0,0,0,0
336,Low ,Flo Rida,0.621,0.31,-10.164,0,0.0283,0.945,6.12e-05,0.11699999999999999,0.125,112,240707,0,0,0,0,0,0,0,0,0,0,1,0,0
337,Take Me Home ,Cash Cash,0.5820000000000001,0.272,-5.662000000000001,1,0.0501,0.875,0.0,0.13,0.354,206,188238,0,0,0,1,0,0,0,0,0,0,0,0,0
338,Bitch Better Have My Money,Rihanna,0.418,0.42,-6.444,1,0.0414,0.588,6.39e-05,0.11,0.184,84,172724,0,0,0,0,0,0,0,0,0,0,0,0,0
339,American Oxygen,Rihanna,0.575,0.192,-17.514,1,0.0573,0.992,0.961,0.113,0.41700000000000004,142,181826,0,0,1,0,0,0,0,0,0,0,0,0,0
340,Stay,Rihanna,0.688,0.841,-5.2170000000000005,1,0.179,0.204,0.000295,0.22899999999999998,0.743,134,192670,0,0,0,1,0,0,0,0,0,0,0,0,0
341,FourFiveSeconds,Rihanna,0.6559999999999999,0.627,-6.627000000000001,0,0.0379,0.34299999999999997,2.17e-05,0.124,0.48100000000000004,100,167066,0,0,0,0,0,0,0,0,1,0,0,0,0
342,Stay With Me,Sam Smith,0.7390000000000001,0.7559999999999999,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110,231387,0,0,0,0,0,1,0,0,0,0,0,0,0
343,I'm Not The Only One,Sam Smith,0.748,0.7879999999999999,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120,235493,0,0,1,0,0,0,0,0,0,0,0,0,0
344,Money On My Mind,Sam Smith,0.54,0.7659999999999999,-5.148,0,0.07,0.000248,0.0,0.6409999999999999,0.17600000000000002,99,224400,0,0,0,0,0,1,0,0,0,0,0,0,0
345,Like I Can,Sam Smith,0.5589999999999999,0.33,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135,285040,0,0,0,0,0,0,0,0,0,0,1,0,0
346,Sugar,Maroon 5,0.61,0.6829999999999999,-3.8789999999999996,0,0.0253,0.0038200000000000005,1.79e-06,0.125,0.466,108,241693,0,0,0,1,0,0,0,0,0,0,0,0,0
347,This Summer,Maroon 5,0.753,0.8009999999999999,-3.215,1,0.0296,0.40299999999999997,0.0,0.128,0.794,128,203467,0,0,0,0,0,1,0,0,0,0,0,0,0
348,Someone Like You,Adele,0.579,0.738,-5.711,1,0.0542,0.0821,1.52e-06,0.23199999999999998,0.431,124,202907,0,0,0,0,0,0,0,0,0,0,0,1,0
349,Rolling in the Deep,Adele,0.633,0.0519,-21.107,0,0.0365,0.562,0.0,0.09699999999999999,0.204,76,300747,0,0,0,0,0,0,0,0,0,0,0,1,0
350,Set Fire to the Rain,Adele,0.7809999999999999,0.445,-6.061,1,0.0295,0.474,0.0,0.184,0.591,79,281560,0,0,0,1,0,0,0,0,0,0,0,0,0
351,I Will Never Let You Down,Rita Ora,0.252,0.659,-5.903,0,0.0626,0.251,0.0,0.11199999999999999,0.27,190,250267,0,0,0,0,0,0,1,0,0,0,0,0,0
352,Poison,Rita Ora,0.5589999999999999,0.777,-5.031000000000001,1,0.0432,0.31,0.0,0.105,0.32899999999999996,87,231212,0,0,1,0,0,0,0,0,0,0,0,0,0
353,I See Fire,Ed Sheeran,0.6829999999999999,0.789,-6.132000000000001,0,0.0353,0.0283,0.0492,0.11199999999999999,0.809,120,211800,0,0,0,0,0,0,0,0,0,1,0,0,0
354,Thinking out Loud,Ed Sheeran,0.757,0.547,-4.573,1,0.0355,0.0115,0.0,0.0445,0.7929999999999999,127,231693,0,0,0,0,0,0,0,0,1,0,0,0,0
355,Bang Bang,Jessie J,0.706,0.7859999999999999,-3.417,0,0.091,0.26,0.0,0.38,0.7509999999999999,150,199387,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Cruise,Florida Georgia Line,0.457,0.948,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148,208960,0,0,0,0,0,0,0,0,0,0,0,1,0
357,"I Don't Like It, I Love It ",Flo Rida,0.8540000000000001,0.7659999999999999,-4.697,0,0.141,0.0242,0.0,0.0793,0.784,118,224258,0,0,0,0,0,0,0,0,0,0,1,0,0
358,Powerful ,Major Lazer,0.597,0.785,-3.9619999999999997,1,0.044000000000000004,0.126,0.0,0.15,0.7240000000000001,97,206920,0,0,0,1,0,0,0,0,0,0,0,0,0
359,Rock That Body,Black Eyed Peas,0.715,0.907,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,125,268840,0,0,0,0,0,0,0,0,1,0,0,0,0
360,Rude Boy,Rihanna,0.563,0.75,-4.496,1,0.127,0.113,0.0,0.0788,0.812,174,222920,0,0,0,0,0,0,0,0,0,0,0,0,1
361,TiK ToK,Kesha,0.755,0.8370000000000001,-2.718,0,0.142,0.0991,0.0,0.289,0.7140000000000001,120,199693,0,0,0,1,0,0,0,0,0,0,0,0,0
362,Locked Away ,R. City,0.508,0.677,-5.696000000000001,1,0.0656,0.32799999999999996,0.0,0.0491,0.575,122,227280,0,0,1,0,0,0,0,0,0,0,0,0,0
363,Black Magic,Little Mix,0.777,0.895,-4.4639999999999995,1,0.0618,0.0348,0.0,0.317,0.826,112,211773,0,0,0,0,0,1,0,0,0,0,0,0,0
364,Shut Up and Dance,WALK THE MOON,0.578,0.866,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128,199080,0,0,1,0,0,0,0,0,0,0,0,0,0
365,Body on Me ,Rita Ora,0.636,0.741,-5.436,0,0.040999999999999995,0.0132,0.0,0.287,0.53,89,225218,0,0,0,0,0,0,0,0,0,0,0,0,1
366,Fight Song,Rachel Platten,0.564,0.7140000000000001,-4.987,1,0.129,0.0549,0.0,0.155,0.33,176,204013,0,0,0,0,0,0,0,0,1,0,0,0,0
367,Marvin Gaye ,Charlie Puth,0.795,0.616,-5.281000000000001,0,0.06,0.41700000000000004,0.0,0.349,0.815,110,190453,0,0,1,0,0,0,0,0,0,0,0,0,0
368,Want to Want Me,Jason Derulo,0.775,0.68,-5.507999999999999,0,0.0629,0.009059999999999999,0.0,0.109,0.6559999999999999,114,207719,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Omen ,Disclosure,0.6970000000000001,0.637,-5.87,1,0.126,0.0227,0.0,0.37200000000000005,0.574,106,231253,0,0,0,0,0,0,0,0,0,1,0,0,0
370,Here for You ,Kygo,0.68,0.772,-5.995,1,0.0416,0.535,0.0153,0.147,0.376,105,244510,0,0,0,0,0,0,0,0,0,0,0,1,0
371,Cool for the Summer,Demi Lovato,0.583,0.61,-5.638999999999999,0,0.0382,0.00425,0.000105,0.14,0.336,114,214740,0,0,0,0,0,0,1,0,0,0,0,0,0
372,Beautiful Now,Zedd,0.628,0.833,-4.126,0,0.0282,0.0079,1.4800000000000002e-05,0.07400000000000001,0.56,128,218293,0,0,0,0,0,0,0,0,0,0,0,0,1
373,One Last Time,Ariana Grande,0.628,0.593,-5.0360000000000005,1,0.0323,0.09300000000000001,1.65e-06,0.096,0.10400000000000001,125,197267,0,0,0,0,0,0,0,0,0,1,0,0,0
374,Hide Away,Daya,0.885,0.8,-4.7139999999999995,0,0.0846,0.23,1.99e-06,0.0734,0.46399999999999997,95,192376,0,0,0,0,0,0,0,0,0,0,0,0,1
375,Alive,Sia,0.508,0.762,-4.217,0,0.0489,0.254,0.000122,0.10800000000000001,0.444,100,263520,0,0,0,0,0,0,0,1,0,0,0,0,0
376,Same Old Love,Selena Gomez,0.672,0.593,-4.01,0,0.0304,0.0223,0.0,0.214,0.43799999999999994,98,229080,0,0,0,0,0,0,0,0,0,0,0,0,1
377,Come & Get It,Selena Gomez,0.546,0.787,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,80,231987,0,0,0,0,0,0,0,0,1,0,0,0,0
378,Drop It Like It's Hot,Snoop Dogg,0.888,0.632,-3.872,1,0.21899999999999997,0.19,0.0,0.10099999999999999,0.662,92,266067,0,0,1,0,0,0,0,0,0,0,0,0,0
379,Hotline Bling,Drake,0.8909999999999999,0.628,-7.8629999999999995,1,0.0551,0.0025800000000000003,0.00018999999999999998,0.0504,0.552,135,267067,0,0,0,1,0,0,0,0,0,0,0,0,0
380,Stitches,Shawn Mendes,0.752,0.754,-6.684,1,0.0615,0.0151,0.0,0.0486,0.755,150,206880,0,0,1,0,0,0,0,0,0,0,0,0,0
381,Easy Love,Sigala,0.68,0.9420000000000001,-4.21,1,0.0628,0.175,0.0013,0.11699999999999999,0.65,124,229813,0,0,0,0,0,0,0,0,0,0,1,0,0
382,Ain't Nobody ,Felix Jaehn,0.579,0.736,-3.863,0,0.0527,0.31,0.0,0.198,0.613,128,230613,0,0,0,0,0,0,0,1,0,0,0,0,0
383,Waiting For Love,Avicii,0.639,0.843,-3.3930000000000002,1,0.0334,0.0386,0.0829,0.10800000000000001,0.317,135,206067,0,0,0,0,0,0,1,0,0,0,0,0,0
384,For A Better Day,Avicii,0.596,0.73,-4.091,1,0.151,0.24,0.0,0.325,0.525,86,192560,0,0,0,0,0,0,0,0,0,0,1,0,0
385,GDFR ,Flo Rida,0.664,0.705,-4.9719999999999995,0,0.0382,0.0654,0.0,0.115,0.47700000000000004,122,257840,0,0,1,0,0,0,0,0,0,0,0,0,0
386,Counting Stars,OneRepublic,0.6890000000000001,0.48100000000000004,-7.502999999999999,1,0.0815,0.369,1.03e-06,0.0649,0.28300000000000003,80,229526,0,0,0,0,0,0,0,0,0,0,0,1,0
387,The Other Side ,Jason Derulo,0.544,0.728,-5.358,0,0.05,0.00264,0.009590000000000001,0.42700000000000005,0.281,175,292587,0,0,0,0,0,0,0,1,0,0,0,0,0
388,Perfect Timing,Jason Derulo,0.738,0.875,-3.141,1,0.127,0.0006730000000000001,0.000556,0.285,0.5379999999999999,115,219733,0,0,0,0,0,0,0,0,1,0,0,0,0
389,Waiting All Night ,Rudimental,0.536,0.696,-4.888,0,0.0492,0.0325,3.5100000000000006e-05,0.12,0.325,141,236733,0,0,0,0,1,0,0,0,0,0,0,0,0
390,I Cant Fight This Feeling ,Arjun Kaul,0.711,0.7,-4.805,0,0.046,0.00498,0.000125,0.215,0.8009999999999999,128,211920,0,0,1,0,0,0,0,0,0,0,0,0,0
391,DNA,Little Mix,0.87,0.46399999999999997,-8.337,1,0.17800000000000002,0.205,0.0,0.0902,0.457,113,251989,0,0,0,0,0,1,0,0,0,0,0,0,0
392,Die Young,Kesha,0.39299999999999996,0.858,-2.8680000000000003,0,0.0729,0.00359,0.0,0.102,0.56,176,228360,0,0,0,0,0,1,0,0,0,0,0,0,0
393,Crazy Kids,Kesha,0.324,0.41600000000000004,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,114,236053,0,0,0,0,0,0,0,0,0,0,0,0,1
394,I Don't Mind ,Usher,0.536,0.486,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,132,257573,0,0,0,0,0,0,0,0,0,0,0,0,1
395,Centuries,Fall Out Boy,0.469,0.5920000000000001,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,162,210613,0,0,0,0,0,0,1,0,0,0,0,0,0
396,High By The Beach,Lana Del Rey,0.512,0.304,-9.19,1,0.0318,0.295,0.0006219999999999999,0.11800000000000001,0.172,126,154435,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Big Girls Cry,Sia,0.38299999999999995,0.7809999999999999,-4.416,0,0.0519,0.0348,0.0,0.109,0.18899999999999997,148,247440,0,0,0,0,0,0,0,0,1,0,0,0,0
398,Elastic Heart,Sia,0.7020000000000001,0.7809999999999999,-4.081,1,0.03,0.433,0.0,0.135,0.382,103,286322,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Figure 8,Ellie Goulding,0.292,0.6779999999999999,-5.595,1,0.0724,0.192,0.0,0.146,0.365,87,220403,0,0,0,0,0,0,0,0,0,0,0,1,0
400,Anything Could Happen,Ellie Goulding,0.647,0.823,-5.231,1,0.0762,0.0598,0.0,0.11900000000000001,0.396,100,230333,0,0,0,1,0,0,0,0,0,0,0,0,0
401,FOOLS,Troye Sivan,0.828,0.609,-4.402,1,0.0694,0.0916,1.21e-06,0.29100000000000004,0.7070000000000001,110,292593,0,0,1,0,0,0,0,0,0,0,0,0,0
402,Perfect,One Direction,0.7929999999999999,0.774,-3.667,0,0.0478,0.156,0.0,0.193,0.547,114,202307,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Fun ,Pitbull,0.649,0.815,-3.7960000000000003,0,0.0415,0.00125,4.31e-05,0.6709999999999999,0.765,126,230747,0,0,0,0,1,0,0,0,0,0,0,0,0
404,Bang Bang,Jessie J,0.727,0.8270000000000001,-3.109,1,0.0627,0.11900000000000001,0.0,0.825,0.6809999999999999,128,203920,0,0,0,0,0,0,0,1,0,0,0,0,0
405,Maps,Maroon 5,0.6679999999999999,0.857,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,132,215693,0,0,0,0,0,0,0,0,1,0,0,0,0
406,Last Friday Night ,Katy Perry,0.64,0.635,-7.565,0,0.226,0.271,0.0,0.319,0.475,100,223187,0,0,0,0,0,0,0,0,0,1,0,0,0
407,Money On My Mind,Sam Smith,0.6709999999999999,0.8759999999999999,-6.034,1,0.239,0.266,0.0,0.444,0.8,100,211360,0,0,0,0,0,0,0,1,0,0,0,0,0
408,Good Time ,INNA,0.48100000000000004,0.451,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,158,295493,0,0,0,0,0,0,1,0,0,0,0,0,0
409,Stole the Show,Kygo,0.763,0.61,-8.094,0,0.0355,0.275,2.71e-05,0.12,0.392,121,138013,0,0,0,0,0,0,1,0,0,0,0,0,0
410,Focus,Ariana Grande,0.319,0.846,-6.109,1,0.0796,0.0103,4.11e-05,0.475,0.0784,139,213019,0,0,0,0,0,0,0,1,0,0,0,0,0
411,Hello,Adele,0.514,0.9109999999999999,-2.0269999999999997,0,0.41,0.0559,0.0,0.775,0.619,161,254027,0,0,1,0,0,0,0,0,0,0,0,0,0
412,Lean On ,Major Lazer,0.6920000000000001,0.7440000000000001,-4.565,1,0.257,0.00868,0.00042300000000000004,0.359,0.0612,171,326467,0,0,0,1,0,0,0,0,0,0,0,0,0
413,Are You With Me ,Lost Frequencies,0.9440000000000001,0.511,-10.96,0,0.161,0.042,0.00107,0.0379,0.8420000000000001,113,203787,0,0,0,0,0,0,1,0,0,0,0,0,0
414,Runnin' ,Naughty Boy,0.846,0.48200000000000004,-6.721,0,0.129,0.0246,0.0,0.39299999999999996,0.212,101,229867,0,0,1,0,0,0,0,0,0,0,0,0,0
415,Survivor,Destiny's Child,0.8909999999999999,0.77,-6.124,1,0.0439,0.008620000000000001,0.0315,0.155,0.8190000000000001,113,182627,0,0,1,0,0,0,0,0,0,0,0,0,0
416,Lose Yourself ,Eminem,0.6990000000000001,0.76,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,130,179640,0,0,0,0,0,0,1,0,0,0,0,0,0
417,"One, Two Step ",Ciara,0.585,0.7759999999999999,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.42700000000000005,78,244507,0,0,0,0,0,0,1,0,0,0,0,0,0
418,Run It!,Chris Brown,0.835,0.741,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,112,182066,0,0,0,0,0,0,0,0,0,1,0,0,0
419,Milkshake ,Kelis,0.8909999999999999,0.7140000000000001,-6.055,0,0.14,0.20199999999999999,0.000234,0.0521,0.818,101,267267,0,0,0,0,0,1,0,0,0,0,0,0,0
420,I Kissed A Girl,Katy Perry,0.434,0.872,-2.9739999999999998,1,0.0702,0.0473,1.83e-06,0.396,0.732,72,213760,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Complicated,Avril Lavigne,0.609,0.445,-9.129,1,0.106,0.603,6.77e-06,0.10400000000000001,0.166,118,228707,0,0,0,0,0,0,0,0,1,0,0,0,0
422,Crazy,Gnarls Barkley,0.653,0.604,-6.017,1,0.0278,0.0292,0.0,0.09699999999999999,0.10099999999999999,118,184400,0,0,0,0,0,0,0,0,0,1,0,0,0
423,Rock Your Body,Justin Timberlake,0.508,0.72,-5.9079999999999995,0,0.0628,0.272,0.0,0.0563,0.47200000000000003,80,261640,0,0,0,0,0,0,0,0,0,0,0,0,1
424,Rehab,Amy Winehouse,0.7120000000000001,0.862,-4.612,0,0.0378,0.0525,0.0,0.09300000000000001,0.809,95,206200,0,0,0,0,0,0,1,0,0,0,0,0,0
425,If I Ain't Got You,Alicia Keys,0.644,0.5479999999999999,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90,253813,0,0,1,0,0,0,0,0,0,0,0,0,0
426,Apologize,Timbaland,0.56,0.825,-3.862,1,0.0379,0.32299999999999995,0.0,0.161,0.268,95,237493,0,0,0,0,0,0,0,0,0,0,0,0,1
427,Halo,Beyoncé,0.736,0.74,-2.18,1,0.0786,0.515,0.0,0.0468,0.8029999999999999,140,221933,0,0,0,0,0,0,0,0,0,0,0,0,0
428,This Love,Maroon 5,0.72,0.672,-6.852,1,0.0551,0.009000000000000001,0.0,0.23199999999999998,0.705,125,204640,0,0,0,0,0,0,0,0,1,0,0,0,0
429,No One,Alicia Keys,0.8029999999999999,0.45399999999999996,-4.802,0,0.0294,0.35200000000000004,0.0,0.0655,0.7390000000000001,100,192213,0,0,0,0,0,0,0,0,0,1,0,0,0
430,A Thousand Miles,Vanessa Carlton,0.727,0.7290000000000001,-2.99,1,0.326,0.171,0.0,0.07,0.512,118,284733,0,0,0,0,0,0,0,0,0,0,0,0,0
431,Crank That ,Soulja Boy,0.375,0.862,-3.363,0,0.255,0.071,0.0,0.21100000000000002,0.478,160,338853,0,0,0,0,0,0,0,0,0,0,0,0,1
432,Right Round,Flo Rida,0.762,0.6609999999999999,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130,225373,0,0,1,0,0,0,0,0,0,0,0,0,0
433,Me & U,Cassie,0.672,0.82,-4.456,1,0.0459,0.0368,0.000188,0.184,0.43799999999999994,120,278573,0,0,0,0,0,0,0,0,0,0,0,0,1
434,American Boy ,Estelle,0.652,0.698,-4.667,0,0.042,0.00112,0.00011499999999999999,0.0886,0.47,96,202067,0,0,0,0,0,0,0,0,0,0,0,1,0
435,Live Your Life ,T.I.,0.491,0.956,-1.538,1,0.392,0.0295,0.0,0.46,0.8109999999999999,174,276920,0,0,0,0,0,0,0,0,0,0,0,0,1
436,Beautiful Girls,Sean Kingston,0.772,0.68,-5.881,0,0.22399999999999998,0.27699999999999997,1.17e-05,0.682,0.807,120,276160,0,0,0,0,0,0,0,0,0,0,0,0,1
437,Ho Hey,The Lumineers,0.685,0.466,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,80,163133,0,0,0,0,0,0,0,0,0,0,0,0,0
438,All My Love ,Major Lazer,0.435,0.8909999999999999,-3.907,0,0.17800000000000002,0.0399,0.0,0.187,0.43700000000000006,115,229751,0,0,0,1,0,0,0,0,0,0,0,0,0
439,You Know You Like It,DJ Snake,0.40700000000000003,0.725,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196,247267,0,0,0,0,0,0,1,0,0,0,0,0,0
440,Ayo,Chris Brown,0.823,0.563,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98,225227,0,0,0,0,0,0,0,1,0,0,0,0,0
441,Billionaire ,Travie McCoy,0.633,0.6729999999999999,-6.403,0,0.258,0.297,0.0,0.20600000000000002,0.659,87,211160,0,0,0,0,0,0,0,1,0,0,0,0,0
442,Flicker ,Lorde,0.585,0.61,-8.388,1,0.0353,0.10300000000000001,0.000314,0.113,0.0597,95,232507,0,0,1,0,0,0,0,0,0,0,0,0,0
443,Impossible,James Arthur,0.376,0.696,-4.785,0,0.0949,0.141,0.0,0.11,0.303,170,209440,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Trap Queen,Fetty Wap,0.746,0.873,-3.803,1,0.128,0.0244,0.0,0.354,0.8170000000000001,148,222093,0,0,0,0,0,0,0,0,1,0,0,0,0
445,Sledgehammer,Fifth Harmony,0.6709999999999999,0.777,-4.322,1,0.046,0.0057,0.0011,0.0783,0.289,100,230907,0,0,0,1,0,0,0,0,0,0,0,0,0
446,Guts Over Fear,Eminem,0.655,0.8590000000000001,-4.277,0,0.221,0.32799999999999996,0.0,0.248,0.525,140,300387,0,0,0,0,0,0,0,0,0,0,0,1,0
447,Tonight I’m Getting Over You,Carly Rae Jepsen,0.72,0.7759999999999999,-5.331,1,0.043,0.00549,0.000298,0.365,0.135,126,219213,0,0,0,0,0,0,0,0,0,0,0,1,0
448,Why'd You Only Call Me When You're High?,Arctic Monkeys,0.789,0.9159999999999999,-3.262,1,0.249,0.0135,8.09e-06,0.077,0.6579999999999999,128,183750,0,0,0,0,0,0,0,0,0,0,0,0,0
